,delay,expectation,congruency,stim_color,distractor_color,targetTimeMs
0,-233,0.5,none,red,green,451.0719410339716
1,-300,0.5,none,green,red,643.4596717323245
2,167,0.5,none,red,green,720.9370344112131
3,233,0.5,none,green,red,554.6437423344055
4,-300,0.5,none,red,green,1541.0868050211463
5,-167,0.5,none,green,red,1467.8476539838437
6,167,0.5,none,red,green,684.4520667560098
7,-300,0.5,none,green,red,974.6251426220031
8,100,0.5,none,red,green,738.603268928594
9,-100,0.5,none,green,red,1676.7572760260455
10,300,0.5,none,red,green,1336.467542881173
11,233,0.5,none,green,red,417.89725448607004
12,33,0.5,none,red,green,293.88993626605657
13,-100,0.5,none,green,red,1188.085431923963
14,300,0.5,none,red,green,1190.0538421516899
15,100,0.5,none,green,red,558.2427386808347
16,300,0.5,none,red,green,1494.6063153397097
17,167,0.5,none,green,red,962.3152757118573
18,-233,0.5,none,red,green,939.7919240985146
19,-167,0.5,none,green,red,1432.7373862311645
20,-100,0.5,none,red,green,1199.46391028919
21,-167,0.5,none,green,red,1421.1479763043876
22,100,0.5,none,red,green,518.9022443912194
23,100,0.5,none,green,red,470.4048284049525
24,-100,0.5,none,red,green,934.2544712898388
25,100,0.5,none,green,red,654.4290518304628
26,-100,0.5,none,red,green,1377.429334090069
27,-233,0.5,none,green,red,1061.989512893846
28,-100,0.5,none,red,green,911.62918341302
29,233,0.5,none,green,red,1287.1845940374055
30,33,0.5,none,red,green,632.8898201434313
31,167,0.5,none,green,red,1563.4016143027525
32,-233,0.5,none,red,green,1204.0213852705192
33,-33,0.5,none,green,red,1660.600502478212
34,-233,0.5,none,red,green,1284.2405389244343
35,33,0.5,none,green,red,778.2163192821383
36,33,0.5,none,red,green,1582.7224638666726
37,-233,0.5,none,green,red,1704.927742430362
38,-167,0.5,none,red,green,948.9137997178528
39,-233,0.5,none,green,red,1742.2825849702979
40,-167,0.5,none,red,green,1691.8952401357774
41,-33,0.5,none,green,red,353.00819077503206
42,300,0.5,none,red,green,1278.34242357026
43,-33,0.5,none,green,red,1075.1276206819252
44,167,0.5,none,red,green,1154.6613279098847
45,300,0.5,none,green,red,243.99409215247277
46,33,0.5,none,red,green,971.7814520468775
47,-233,0.5,none,green,red,556.6554019400835
48,-233,0.5,none,red,green,1782.8851741514818
49,-300,0.5,none,green,red,1160.1797477972193
50,-100,0.5,none,red,green,1557.6329951795672
51,-233,0.5,none,green,red,1766.8942366606145
52,33,0.5,none,red,green,1532.7834025290533
53,-300,0.5,none,green,red,650.0665004884368
54,167,0.5,none,red,green,1199.7867502170188
55,-33,0.5,none,green,red,807.6004121330714
56,100,0.5,none,red,green,1537.8711886042347
57,233,0.5,none,green,red,1173.7233987854495
58,-100,0.5,none,red,green,1427.2735863336782
59,167,0.5,none,green,red,1020.5316590765829
60,-33,0.5,none,red,green,702.2540984562452
61,-167,0.5,none,green,red,534.828653742598
62,100,0.5,none,red,green,447.68399929844145
63,-300,0.5,none,green,red,571.4234628680708
64,167,0.5,none,red,green,1619.4440409353845
65,33,0.5,none,green,red,1035.4126448956258
66,-233,0.5,none,red,green,1301.2222426663598
67,-233,0.5,none,green,red,1478.7528332951038
68,300,0.5,none,red,green,1320.7416259387928
69,100,0.5,none,green,red,1654.6713140963582
70,-167,0.5,none,red,green,1345.4170350670702
71,100,0.5,none,green,red,1446.8549967642466
72,-33,0.5,none,red,green,670.4351640212303
73,-300,0.5,none,green,red,1223.7270382884424
74,167,0.5,none,red,green,327.11189358650824
75,-167,0.5,none,green,red,690.2073755333039
76,33,0.5,none,red,green,549.6365150260865
77,-167,0.5,none,green,red,734.6526605541942
78,-233,0.5,none,red,green,941.9169233282511
79,233,0.5,none,green,red,1441.7569727878515
80,-33,0.5,none,red,green,688.6036379912069
81,233,0.5,none,green,red,925.315385938987
82,100,0.5,none,red,green,224.95462693443713
83,-100,0.5,none,green,red,1838.8268527731814
84,-167,0.5,none,red,green,1566.6977256209673
85,-300,0.5,none,green,red,1706.4205650754675
86,-300,0.5,none,red,green,1412.6615384123238
87,300,0.5,none,green,red,1157.0025041846488
88,33,0.5,none,red,green,1574.066595417511
89,300,0.5,none,green,red,1241.7627877709397
90,300,0.5,none,red,green,1233.928120213799
91,-33,0.5,none,green,red,1695.862110833406
92,300,0.5,none,red,green,795.6967470463177
93,-167,0.5,none,green,red,452.12876618799766
94,-33,0.5,none,red,green,607.2002691907576
95,-33,0.5,none,green,red,246.83548557775777
96,167,0.5,none,red,green,1664.8448142823233
97,167,0.5,none,green,red,828.0404653262634
98,100,0.5,none,red,green,1119.5350339301685
99,-300,0.5,none,green,red,625.7481267038517
100,-100,0.5,none,red,green,1565.2942391563215
101,-300,0.5,none,green,red,1760.1189029258694
102,300,0.5,none,red,green,698.8717644032065
103,33,0.5,none,green,red,247.84437417298
104,-233,0.5,none,red,green,479.3014581268527
105,100,0.5,none,green,red,263.4988756244754
106,100,0.5,none,red,green,1597.8837553634203
107,100,0.5,none,green,red,453.930784012298
108,-100,0.5,none,red,green,1582.9722736504305
109,-233,0.5,none,green,red,461.0135656122535
110,233,0.5,none,red,green,890.0172876171586
111,-300,0.5,none,green,red,947.8967203058021
112,167,0.5,none,red,green,798.2788075584461
113,-167,0.5,none,green,red,1526.4502817302202
114,233,0.5,none,red,green,317.13250247818
115,-167,0.5,none,green,red,398.74593561336184
116,167,0.5,none,red,green,845.7102548964592
117,-233,0.5,none,green,red,1407.6135926741733
118,33,0.5,none,red,green,1582.8759096424249
119,-300,0.5,none,green,red,941.7063475943596
120,-300,0.5,none,red,green,691.3569855649574
121,100,0.5,none,green,red,1737.3256186529927
122,-100,0.5,none,red,green,1595.5941966886717
123,-167,0.5,none,green,red,1802.6746807842026
