,delay,expectation,congruency,stim_color,distractor_color,targetTimeMs
0,-167,0.30000000000000004,unmet,red,green,1643.7919617391028
1,167,0.30000000000000004,unmet,red,green,551.7560268300533
2,100,0.7,met,green,red,1244.0223155907013
3,-300,0.7,met,green,red,806.6455088662264
4,-300,0.7,met,green,red,1115.0994859581858
5,-233,0.7,met,green,red,844.2852284483508
6,-167,0.30000000000000004,unmet,red,green,527.5806972011134
7,-33,0.7,met,green,red,280.0597796206127
8,-300,0.30000000000000004,unmet,red,green,1049.3857119604677
9,33,0.7,met,green,red,1722.477697716264
10,-33,0.7,met,green,red,201.150084501819
11,-33,0.7,met,green,red,1588.1722298126167
12,-167,0.30000000000000004,unmet,red,green,352.0577294368096
13,-233,0.7,met,green,red,478.0117992328147
14,-233,0.7,met,green,red,441.21511905534084
15,-167,0.7,met,green,red,596.2553664332024
16,33,0.7,met,green,red,315.3699549115516
17,-100,0.7,met,green,red,897.6753580820931
18,300,0.7,met,green,red,878.29400248896
19,-167,0.7,met,green,red,375.52497247173386
20,-167,0.7,met,green,red,930.4393822628768
21,-233,0.7,met,green,red,464.96992435523407
22,-233,0.30000000000000004,unmet,red,green,423.64115593245543
23,-300,0.7,met,green,red,929.2187270865795
24,-100,0.30000000000000004,unmet,red,green,559.7781131964401
25,100,0.30000000000000004,unmet,red,green,322.77268324209825
26,167,0.7,met,green,red,1404.9858728919726
27,100,0.7,met,green,red,1574.7682733279987
28,100,0.7,met,green,red,1114.2611542837994
29,-300,0.7,met,green,red,1363.955291266118
30,-167,0.30000000000000004,unmet,red,green,1537.9792418119891
31,100,0.30000000000000004,unmet,red,green,1606.602203341272
32,233,0.7,met,green,red,1425.2507868410469
33,33,0.7,met,green,red,885.9742830032486
34,33,0.7,met,green,red,1579.2983524535282
35,-167,0.7,met,green,red,976.67030255549
36,-233,0.30000000000000004,unmet,red,green,1463.075117576467
37,167,0.30000000000000004,unmet,red,green,1623.957003754324
38,300,0.7,met,green,red,1502.6167967149051
39,100,0.30000000000000004,unmet,red,green,1737.9746166249106
40,-33,0.7,met,green,red,736.6230499236968
41,100,0.30000000000000004,unmet,red,green,734.2293292921627
42,233,0.30000000000000004,unmet,red,green,1087.8936151672651
43,-233,0.30000000000000004,unmet,red,green,1056.036841947571
44,100,0.7,met,green,red,1450.31009316457
45,-300,0.7,met,green,red,1575.7644609132424
