,delay,expectation,congruency,stim_color,distractor_color,targetTimeMs
0,-33,0.5,none,red,green,916.2190073209376
1,-233,0.5,none,green,red,657.8455223961968
2,33,0.5,none,red,green,1804.0041878729076
3,100,0.5,none,green,red,245.86046535313173
4,100,0.5,none,red,green,1448.5809934602478
5,-300,0.5,none,green,red,1128.2074493654172
6,33,0.5,none,red,green,1403.134786905208
7,-233,0.5,none,green,red,461.8904091084145
8,-233,0.5,none,red,green,1146.5186303965306
9,100,0.5,none,green,red,906.921681760924
10,233,0.5,none,red,green,1081.982899122617
11,-33,0.5,none,green,red,363.0979540106602
12,233,0.5,none,red,green,1576.6115928022825
13,33,0.5,none,green,red,1740.6958412108952
14,-233,0.5,none,red,green,403.1591413975467
15,-300,0.5,none,green,red,850.4523100354452
16,-233,0.5,none,red,green,670.4167772861388
17,300,0.5,none,green,red,751.1553282013211
18,-33,0.5,none,red,green,1497.3522983788448
19,167,0.5,none,green,red,729.9413405132073
20,167,0.5,none,red,green,1062.5792068214112
21,167,0.5,none,green,red,805.0728359439129
22,100,0.5,none,red,green,249.64836974540265
23,-300,0.5,none,green,red,1065.4467374315236
24,167,0.5,none,red,green,151.04240547741412
25,100,0.5,none,green,red,1645.2138609081537
26,-167,0.5,none,red,green,1738.3890323618434
27,-167,0.5,none,green,red,839.806960675582
28,-167,0.5,none,red,green,1532.2342666406405
29,-100,0.5,none,green,red,331.13973216573686
30,-233,0.5,none,red,green,781.9482137860668
31,-33,0.5,none,green,red,210.05857129690355
32,-233,0.5,none,red,green,536.170036507295
33,-167,0.5,none,green,red,734.8431813974703
34,300,0.5,none,red,green,465.5814837246633
35,300,0.5,none,green,red,1436.8833487124073
36,-300,0.5,none,red,green,1617.3011031216017
37,-33,0.5,none,green,red,1540.2931390230763
38,233,0.5,none,red,green,625.994083528726
39,-33,0.5,none,green,red,1451.1586819078104
40,-167,0.5,none,red,green,875.3304175970155
41,-167,0.5,none,green,red,1526.9756714261937
42,167,0.5,none,red,green,1102.4212820893124
43,167,0.5,none,green,red,1619.1835771278759
44,-167,0.5,none,red,green,841.3973131862851
45,100,0.5,none,green,red,171.0933317873092
46,233,0.5,none,red,green,463.8352761213069
47,-300,0.5,none,green,red,1828.394789019547
48,33,0.5,none,red,green,228.85757645581083
49,300,0.5,none,green,red,341.4348154681019
50,33,0.5,none,red,green,1248.8185566207558
51,-167,0.5,none,green,red,770.5502980650042
52,167,0.5,none,red,green,976.3578768965444
53,167,0.5,none,green,red,250.78290071792503
54,-233,0.5,none,red,green,567.8524616113124
55,100,0.5,none,green,red,1147.4103277393724
56,100,0.5,none,red,green,1115.8250955200074
57,-100,0.5,none,green,red,1388.3886127559012
58,233,0.5,none,red,green,1156.251883233694
59,33,0.5,none,green,red,1275.9328209748032
60,300,0.5,none,red,green,944.2168786287843
61,-100,0.5,none,green,red,1137.7059311244386
62,-100,0.5,none,red,green,628.0244195595003
63,233,0.5,none,green,red,1201.9997248095856
64,-233,0.5,none,red,green,1795.7466566219734
65,-167,0.5,none,green,red,1496.1320801079412
66,167,0.5,none,red,green,436.4792210709048
67,233,0.5,none,green,red,1218.209331735084
68,-100,0.5,none,red,green,1497.9588245724317
69,-33,0.5,none,green,red,543.5318626393558
70,-33,0.5,none,red,green,1791.956321057077
71,33,0.5,none,green,red,1322.1564267229217
72,33,0.5,none,red,green,824.3280093659286
73,-100,0.5,none,green,red,327.647549957028
74,167,0.5,none,red,green,1099.8483622275467
75,33,0.5,none,green,red,1020.7871730829982
76,-167,0.5,none,red,green,898.9822013058401
77,233,0.5,none,green,red,787.2207247745611
78,300,0.5,none,red,green,557.9390914449443
79,33,0.5,none,green,red,1144.4405205533412
80,-33,0.5,none,red,green,1560.5607049498092
81,-33,0.5,none,green,red,567.9378620572604
82,-33,0.5,none,red,green,1378.6975197834765
83,-100,0.5,none,green,red,264.11003239210055
84,300,0.5,none,red,green,1306.1722621029583
85,-233,0.5,none,green,red,389.4644889777719
86,-33,0.5,none,red,green,562.4161822140459
87,-100,0.5,none,green,red,1172.5582916214694
88,167,0.5,none,red,green,1158.6291430577267
89,100,0.5,none,green,red,996.7221012560568
90,167,0.5,none,red,green,973.6946678164843
91,-33,0.5,none,green,red,679.3472113310953
92,-100,0.5,none,red,green,1571.783436197539
93,233,0.5,none,green,red,1202.577685833691
94,167,0.5,none,red,green,377.3894352004701
95,233,0.5,none,green,red,947.6488281904456
96,33,0.5,none,red,green,1451.1503680968667
97,-300,0.5,none,green,red,1393.3838440613713
98,-167,0.5,none,red,green,1439.9990037387572
99,33,0.5,none,green,red,1207.6391377398668
100,233,0.5,none,red,green,672.4817140642933
101,33,0.5,none,green,red,1703.3944950197695
102,100,0.5,none,red,green,567.9915080750761
103,33,0.5,none,green,red,1366.0329882854203
104,167,0.5,none,red,green,1072.7454829397357
105,-233,0.5,none,green,red,422.45808669135806
106,300,0.5,none,red,green,265.7546945079838
107,167,0.5,none,green,red,710.6541117609746
108,167,0.5,none,red,green,433.85864841828976
109,167,0.5,none,green,red,866.1954928236354
110,-33,0.5,none,red,green,709.1073793848445
111,300,0.5,none,green,red,760.6661306942906
112,300,0.5,none,red,green,776.7565019975607
113,300,0.5,none,green,red,518.0104991088642
114,167,0.5,none,red,green,995.425196253388
115,-33,0.5,none,green,red,679.6823207035466
116,-100,0.5,none,red,green,962.4941915008599
117,167,0.5,none,green,red,892.5284063684965
118,-33,0.5,none,red,green,273.45193274028236
119,33,0.5,none,green,red,1646.250169213131
120,233,0.5,none,red,green,516.7978377240341
121,-300,0.5,none,green,red,652.8596966058882
122,33,0.5,none,red,green,237.43195648538364
123,-100,0.5,none,green,red,1605.8573142871828
124,-233,0.5,none,red,green,1793.693480245058
125,300,0.5,none,green,red,818.0836297796355
126,-300,0.5,none,red,green,1210.5311142691114
127,300,0.5,none,green,red,310.5588860604031
128,-100,0.5,none,red,green,647.7930123465428
129,233,0.5,none,green,red,152.83802915000456
130,33,0.5,none,red,green,1210.2901497930347
131,-233,0.5,none,green,red,1829.0098916597767
132,-100,0.5,none,red,green,1784.034491558486
133,-100,0.5,none,green,red,1185.4138696965624
134,-300,0.5,none,red,green,1639.612577502017
135,100,0.5,none,green,red,1040.4309235043056
136,100,0.5,none,red,green,834.8982457518522
137,-100,0.5,none,green,red,639.1257536374294
138,300,0.5,none,red,green,578.0530887971925
139,300,0.5,none,green,red,239.56349110729042
140,233,0.5,none,red,green,824.3083818157505
141,-167,0.5,none,green,red,1657.5412554386148
142,233,0.5,none,red,green,258.5640972348666
143,33,0.5,none,green,red,267.06475406274336
144,-300,0.5,none,red,green,1714.6537028142188
145,-100,0.5,none,green,red,1112.3488098803796
146,-100,0.5,none,red,green,1593.2186814492234
147,-167,0.5,none,green,red,1660.8601822405967
148,33,0.5,none,red,green,1469.7337681243225
149,33,0.5,none,green,red,1231.8984193473573
150,-33,0.5,none,red,green,356.8340284036399
151,167,0.5,none,green,red,629.1453128055916
152,-233,0.5,none,red,green,644.2477699307742
153,-167,0.5,none,green,red,1121.0400838812232
154,-167,0.5,none,red,green,1013.2860354728781
155,-100,0.5,none,green,red,1849.1818748589003
156,-233,0.5,none,red,green,768.2851971070156
157,167,0.5,none,green,red,718.6535128024633
158,-100,0.5,none,red,green,1674.602603557616
159,-167,0.5,none,green,red,1181.3798473582447
160,167,0.5,none,red,green,504.14668752927
161,300,0.5,none,green,red,177.39970629215466
162,-33,0.5,none,red,green,1580.0485013920659
163,233,0.5,none,green,red,574.990245397486
164,167,0.5,none,red,green,185.7320704970449
165,100,0.5,none,green,red,1162.7501517360984
166,167,0.5,none,red,green,982.0048293106464
167,100,0.5,none,green,red,607.230389486188
168,233,0.5,none,red,green,1471.4195148953875
169,-233,0.5,none,green,red,1802.0700425384969
170,100,0.5,none,red,green,372.00172940291907
171,100,0.5,none,green,red,915.268765843717
172,33,0.5,none,red,green,1624.327528670486
173,-300,0.5,none,green,red,952.7654827679228
174,233,0.5,none,red,green,472.40746491283414
175,-33,0.5,none,green,red,514.6881021067416
176,33,0.5,none,red,green,1273.6437104231259
177,-233,0.5,none,green,red,1435.4905996866623
