,delay,expectation,congruency,stim_color,distractor_color,targetTimeMs
0,-100,0.85,met,green,red,1294.351856507974
1,-100,0.85,met,green,red,550.5144429923128
2,233,0.85,met,green,red,615.9086741059181
3,233,0.85,met,green,red,1102.1751047992902
4,300,0.15000000000000002,unmet,red,green,271.2454761144537
5,-33,0.85,met,green,red,1461.1169246826096
6,-167,0.85,met,green,red,564.6061840557849
7,-100,0.15000000000000002,unmet,red,green,736.6058775271281
8,33,0.85,met,green,red,745.2548699680591
9,-233,0.85,met,green,red,626.7479444033976
10,233,0.85,met,green,red,1297.1555015174993
11,-300,0.85,met,green,red,644.6177975837977
12,-233,0.15000000000000002,unmet,red,green,1113.6884773039833
13,-33,0.85,met,green,red,1522.4346864175363
14,-300,0.85,met,green,red,1487.4212308521508
15,-100,0.85,met,green,red,752.5729437674415
16,100,0.15000000000000002,unmet,red,green,1270.933524857995
17,-33,0.85,met,green,red,727.7566160948566
18,-300,0.15000000000000002,unmet,red,green,1275.6177811710065
19,-100,0.85,met,green,red,911.1696503250619
20,-233,0.85,met,green,red,1312.7041860794118
21,-300,0.85,met,green,red,1627.8527215690874
22,233,0.85,met,green,red,1537.675584766115
23,-100,0.85,met,green,red,842.2015885249797
24,100,0.85,met,green,red,217.76878726616803
25,300,0.85,met,green,red,269.64789459521535
26,-33,0.85,met,green,red,1523.0247766808254
27,-100,0.15000000000000002,unmet,red,green,875.8052842390265
28,33,0.85,met,green,red,802.5466768131183
29,-33,0.85,met,green,red,860.50612413588
30,300,0.15000000000000002,unmet,red,green,753.183090527241
31,-167,0.85,met,green,red,364.09832330643763
32,33,0.85,met,green,red,1735.9988612711772
33,-100,0.85,met,green,red,1708.4107135069169
34,167,0.85,met,green,red,1420.1716507359718
35,-233,0.85,met,green,red,1717.5884576034473
36,-167,0.15000000000000002,unmet,red,green,395.96602989134055
37,167,0.85,met,green,red,380.2551216243065
38,-167,0.85,met,green,red,1704.79489352445
39,-33,0.85,met,green,red,1492.006789332129
40,100,0.15000000000000002,unmet,red,green,922.3087203380285
41,33,0.85,met,green,red,404.0399741609468
42,167,0.85,met,green,red,1522.5528898909556
43,100,0.85,met,green,red,639.8852751434176
44,167,0.85,met,green,red,830.0600063758241
45,-33,0.85,met,green,red,561.9469411595035
46,100,0.85,met,green,red,882.400322000438
47,-300,0.85,met,green,red,529.848810926322
48,-100,0.85,met,green,red,1696.6720510500875
49,-233,0.85,met,green,red,1745.1948121231762
50,300,0.85,met,green,red,541.7901465582513
51,33,0.15000000000000002,unmet,red,green,1386.072770860032
52,-233,0.85,met,green,red,921.842599312829
53,-233,0.85,met,green,red,1183.1486489483214
54,33,0.85,met,green,red,488.61645613819826
55,-233,0.15000000000000002,unmet,red,green,557.1952467572653
56,-33,0.85,met,green,red,1681.2045677062476
57,-33,0.85,met,green,red,988.8416829878374
58,167,0.85,met,green,red,398.62430370277065
59,-100,0.85,met,green,red,636.611652275172
60,-100,0.85,met,green,red,835.5191504010287
61,-100,0.85,met,green,red,600.1785199664816
62,-233,0.85,met,green,red,1345.7866416210377
63,-100,0.85,met,green,red,1141.3767275882094
64,167,0.85,met,green,red,1537.8472816004532
65,300,0.85,met,green,red,1447.7821247639977
66,100,0.85,met,green,red,515.7128293480254
67,33,0.85,met,green,red,590.0779804780218
68,-233,0.85,met,green,red,1313.0904012797687
69,33,0.85,met,green,red,810.9683260504396
70,-33,0.15000000000000002,unmet,red,green,1133.7997733793554
71,-300,0.85,met,green,red,1231.9801818428543
72,-167,0.85,met,green,red,862.5254368653473
73,-33,0.85,met,green,red,1559.3294680230085
74,100,0.85,met,green,red,1356.7250527632677
75,-100,0.85,met,green,red,1478.0518562057684
76,100,0.85,met,green,red,1483.3323959191557
77,33,0.15000000000000002,unmet,red,green,1813.428927074887
78,300,0.85,met,green,red,772.6159455521631
79,300,0.85,met,green,red,615.6764306046464
80,233,0.15000000000000002,unmet,red,green,1573.5191018918604
81,33,0.15000000000000002,unmet,red,green,496.0919931294425
82,233,0.85,met,green,red,1553.2459475805706
83,-33,0.85,met,green,red,272.62598331142834
84,-300,0.85,met,green,red,878.3047442091435
85,300,0.15000000000000002,unmet,red,green,504.28852599509986
86,-100,0.85,met,green,red,1621.4284292284606
87,233,0.85,met,green,red,731.190313087812
88,33,0.85,met,green,red,1721.1536495101996
89,167,0.85,met,green,red,1312.7212491593802
90,167,0.85,met,green,red,1186.7062217792918
91,33,0.85,met,green,red,1450.2153297431937
92,-100,0.85,met,green,red,1750.7201485932437
93,-300,0.85,met,green,red,833.8852446285479
94,-233,0.15000000000000002,unmet,red,green,485.86111863800966
95,-300,0.85,met,green,red,1077.7650552818118
96,-300,0.85,met,green,red,1010.4615004077264
97,100,0.85,met,green,red,252.38817774276185
98,-300,0.85,met,green,red,1399.924738151154
99,300,0.85,met,green,red,1249.71920626045
100,300,0.85,met,green,red,819.9500998079162
101,167,0.15000000000000002,unmet,red,green,1292.4732633034114
102,-167,0.85,met,green,red,400.5638923271797
103,-33,0.85,met,green,red,1134.1261126665659
104,300,0.85,met,green,red,498.21852725988356
105,100,0.85,met,green,red,1003.7849112512665
106,-167,0.85,met,green,red,1065.2983751962113
107,-300,0.85,met,green,red,1323.817959026373
108,-233,0.85,met,green,red,751.7874054519434
109,-233,0.85,met,green,red,1311.2261144608437
110,-100,0.85,met,green,red,1291.5784966139609
111,300,0.85,met,green,red,617.8498469438445
112,33,0.85,met,green,red,1071.4493497276176
113,167,0.85,met,green,red,909.2103853480843
114,233,0.85,met,green,red,1346.540807849838
115,100,0.85,met,green,red,777.1311618881034
116,33,0.85,met,green,red,491.1519461809151
117,-233,0.15000000000000002,unmet,red,green,674.3850212518815
118,33,0.85,met,green,red,347.2319818660616
119,33,0.85,met,green,red,1490.828974545728
120,-300,0.85,met,green,red,1011.3960142190236
121,-33,0.85,met,green,red,842.497029266212
122,-167,0.85,met,green,red,559.8052953003515
123,100,0.85,met,green,red,254.60775503608258
124,300,0.85,met,green,red,366.4150541805156
125,-233,0.85,met,green,red,1309.625790978669
126,300,0.85,met,green,red,1176.8794339561255
127,33,0.85,met,green,red,1413.731394430858
128,33,0.15000000000000002,unmet,red,green,1308.1253924480538
129,33,0.85,met,green,red,516.1124987448928
130,-233,0.85,met,green,red,1574.2205572217827
131,233,0.85,met,green,red,1011.2434573436859
132,100,0.85,met,green,red,628.0816470207261
133,-167,0.85,met,green,red,1684.2432551449876
134,-33,0.85,met,green,red,1015.4487005749678
135,-233,0.85,met,green,red,1201.9066429887712
136,100,0.85,met,green,red,825.3543938796016
137,-167,0.85,met,green,red,1511.986382906462
138,300,0.85,met,green,red,1136.7401122220795
139,-167,0.85,met,green,red,1576.3428883436095
140,233,0.85,met,green,red,520.8375588338156
141,100,0.85,met,green,red,1704.6109752167974
142,100,0.85,met,green,red,907.6624803634406
143,-233,0.15000000000000002,unmet,red,green,402.222106138107
144,100,0.85,met,green,red,980.6081751808973
145,167,0.85,met,green,red,1407.485366720174
146,33,0.85,met,green,red,574.7708774191138
147,233,0.85,met,green,red,453.82971758777364
148,-100,0.85,met,green,red,1437.4081598145676
149,-33,0.85,met,green,red,944.6499334518055
150,300,0.85,met,green,red,1487.765070912432
151,167,0.85,met,green,red,1105.5762233913747
152,167,0.85,met,green,red,663.387457548283
153,33,0.85,met,green,red,975.1019126312602
154,100,0.85,met,green,red,180.38029476458223
155,100,0.85,met,green,red,930.0907157110107
156,-100,0.85,met,green,red,739.8421465581148
157,-300,0.85,met,green,red,1106.0078303428018
158,167,0.85,met,green,red,749.0227025719879
159,-300,0.85,met,green,red,1416.4256250218236
160,100,0.85,met,green,red,1515.095006470785
161,-167,0.85,met,green,red,699.9710734034215
162,-33,0.85,met,green,red,1003.7369360937087
163,233,0.15000000000000002,unmet,red,green,977.1554194703969
164,100,0.85,met,green,red,993.3132490677916
165,-233,0.85,met,green,red,1581.8853236238535
166,233,0.85,met,green,red,880.9676560912999
167,-233,0.85,met,green,red,909.6290681844622
168,167,0.85,met,green,red,1261.412827452419
169,-233,0.85,met,green,red,1737.1682833255409
170,-233,0.85,met,green,red,778.8824033154551
171,233,0.85,met,green,red,1377.9388183322956
172,167,0.85,met,green,red,208.00234368453414
173,-300,0.85,met,green,red,1664.8776992408523
174,100,0.85,met,green,red,735.634223623396
175,33,0.85,met,green,red,1768.3568956772772
176,-233,0.15000000000000002,unmet,red,green,1105.5050703918646
177,100,0.85,met,green,red,1092.642849108021
178,-167,0.85,met,green,red,512.8045394153982
179,167,0.85,met,green,red,278.66923847891155
180,-300,0.85,met,green,red,984.0874403046435
181,33,0.85,met,green,red,532.2479007524933
182,167,0.85,met,green,red,549.0301784693211
183,100,0.85,met,green,red,1094.3762287212367
184,100,0.15000000000000002,unmet,red,green,866.7528493978396
185,-100,0.85,met,green,red,1457.8005576696999
186,-300,0.15000000000000002,unmet,red,green,1627.5468109598519
187,-33,0.85,met,green,red,806.73155561881
188,-167,0.85,met,green,red,1284.77754715284
189,33,0.85,met,green,red,1413.184901359919
190,-300,0.85,met,green,red,976.4810865934495
191,-300,0.85,met,green,red,1741.3877245225942
192,-167,0.85,met,green,red,1461.0753609144303
193,233,0.85,met,green,red,522.7402419479677
194,-300,0.15000000000000002,unmet,red,green,679.0347793544895
195,33,0.85,met,green,red,472.1735763993153
196,100,0.85,met,green,red,268.4804806329792
197,233,0.85,met,green,red,1179.568555961558
198,-100,0.85,met,green,red,1497.2129854861437
199,33,0.85,met,green,red,396.3817095819428
200,300,0.85,met,green,red,360.5152023434376
201,33,0.15000000000000002,unmet,red,green,1790.9974924066742
202,233,0.85,met,green,red,658.6905192969714
203,100,0.15000000000000002,unmet,red,green,930.0187414057456
204,-167,0.85,met,green,red,324.260169910605
205,-167,0.85,met,green,red,1058.0309782603244
206,-300,0.85,met,green,red,1034.9852242373652
207,300,0.85,met,green,red,367.12254765733604
208,33,0.15000000000000002,unmet,red,green,663.8298591765032
209,100,0.85,met,green,red,622.4250435606665
210,100,0.85,met,green,red,1553.2839472166297
211,167,0.85,met,green,red,1016.0285418843599
212,100,0.85,met,green,red,1732.125187889192
213,-100,0.85,met,green,red,519.023977691334
214,167,0.85,met,green,red,315.6335808643902
215,167,0.15000000000000002,unmet,red,green,1255.8070268455758
216,300,0.15000000000000002,unmet,red,green,184.5038296949076
217,300,0.15000000000000002,unmet,red,green,844.6796796439232
218,-100,0.85,met,green,red,1669.870188232957
219,-100,0.85,met,green,red,783.7962546515637
220,-300,0.85,met,green,red,1631.1101909406825
221,-233,0.85,met,green,red,992.4808963710209
222,33,0.85,met,green,red,1484.798302681522
223,-300,0.15000000000000002,unmet,red,green,1405.6407161600437
224,-167,0.85,met,green,red,1615.9284058641151
225,-100,0.85,met,green,red,1628.0408867452013
226,233,0.85,met,green,red,304.28580842141776
227,100,0.85,met,green,red,478.82729763117504
228,-167,0.85,met,green,red,1007.5558341738308
229,-167,0.85,met,green,red,792.7460444184874
230,-167,0.15000000000000002,unmet,red,green,457.0752871420291
231,167,0.85,met,green,red,1281.8177600947292
232,-233,0.85,met,green,red,404.8318757136639
233,33,0.85,met,green,red,206.44545267611872
234,-300,0.85,met,green,red,1030.214521888433
235,-100,0.85,met,green,red,1457.964041342699
236,-167,0.85,met,green,red,1849.4738445272865
237,-300,0.15000000000000002,unmet,red,green,757.5699610508842
238,-233,0.15000000000000002,unmet,red,green,964.9767560219522
239,-100,0.85,met,green,red,283.8422636798887
240,-33,0.15000000000000002,unmet,red,green,1272.7512221805196
241,-33,0.85,met,green,red,675.066989218494
242,300,0.85,met,green,red,1549.985712859454
243,300,0.85,met,green,red,800.3185121154793
244,167,0.15000000000000002,unmet,red,green,563.187991486819
245,233,0.85,met,green,red,1337.4092551456688
246,-167,0.85,met,green,red,684.5892573368624
247,-300,0.85,met,green,red,1778.0391722769737
248,-100,0.15000000000000002,unmet,red,green,575.4009589901036
249,-33,0.85,met,green,red,299.93376880250884
250,33,0.85,met,green,red,546.7975975049131
251,-100,0.85,met,green,red,778.4882238769983
252,233,0.85,met,green,red,1548.1031820550554
253,-100,0.85,met,green,red,1640.6495293650653
254,100,0.85,met,green,red,1341.844341699319
255,-100,0.85,met,green,red,1639.3600532624505
256,33,0.85,met,green,red,505.53983094491116
257,167,0.85,met,green,red,1676.696336026275
258,100,0.85,met,green,red,1135.4419675355653
259,300,0.85,met,green,red,1234.712395107771
260,-100,0.85,met,green,red,630.2425541007751
261,-100,0.85,met,green,red,250.7854246662582
262,-33,0.15000000000000002,unmet,red,green,1289.6131448368153
263,233,0.85,met,green,red,1363.5321508736047
264,300,0.85,met,green,red,434.44013766401395
265,-33,0.15000000000000002,unmet,red,green,708.6576485336393
266,300,0.85,met,green,red,1143.6620949682308
267,100,0.15000000000000002,unmet,red,green,367.1023964244645
268,300,0.85,met,green,red,315.2879193263882
269,-33,0.85,met,green,red,729.3135969425484
270,-167,0.15000000000000002,unmet,red,green,1833.7245095254862
271,233,0.85,met,green,red,167.75834594661697
272,33,0.85,met,green,red,521.9297596251765
273,167,0.15000000000000002,unmet,red,green,1682.1471457521445
274,-100,0.85,met,green,red,309.1402403603048
275,-33,0.85,met,green,red,1577.5582023909285
276,-233,0.15000000000000002,unmet,red,green,585.5166249027225
277,100,0.85,met,green,red,360.6225000760135
278,-233,0.85,met,green,red,1266.4907208259172
279,-167,0.15000000000000002,unmet,red,green,779.6811831246861
280,-233,0.85,met,green,red,1120.0907084756418
281,33,0.85,met,green,red,830.030472361558
282,233,0.85,met,green,red,801.1306760708251
283,33,0.15000000000000002,unmet,red,green,1655.6037848095689
284,-233,0.85,met,green,red,1282.2358316246327
285,233,0.85,met,green,red,1334.8933375350298
286,167,0.85,met,green,red,1497.1645249170138
287,-33,0.85,met,green,red,255.41136298510438
288,-100,0.85,met,green,red,912.8421132365803
289,-233,0.85,met,green,red,1233.0636052935606
290,-167,0.85,met,green,red,927.3426919650668
291,233,0.85,met,green,red,550.80910714415
292,-300,0.85,met,green,red,1609.1511436091016
293,167,0.85,met,green,red,1680.5092666535359
294,167,0.85,met,green,red,476.0043572456861
295,300,0.85,met,green,red,1390.8299807001724
296,100,0.85,met,green,red,750.6809618621661
297,167,0.85,met,green,red,1294.3256470263104
298,-33,0.85,met,green,red,1593.9639902245651
299,-100,0.85,met,green,red,1251.321917115651
300,-33,0.85,met,green,red,790.6293957392666
301,-33,0.85,met,green,red,273.5530499142013
302,100,0.85,met,green,red,730.2133414232833
303,-300,0.85,met,green,red,809.6961909608146
304,33,0.85,met,green,red,1212.3098201351197
305,-33,0.15000000000000002,unmet,red,green,1354.7607698729505
306,167,0.85,met,green,red,1355.3593360921116
307,167,0.15000000000000002,unmet,red,green,359.44862680455486
308,-300,0.85,met,green,red,1516.7591939864094
309,100,0.85,met,green,red,1498.2563937194554
310,-300,0.85,met,green,red,873.9251415585517
311,300,0.85,met,green,red,680.7067243888802
312,-33,0.85,met,green,red,913.8745867862316
313,233,0.15000000000000002,unmet,red,green,1448.6025827290491
314,-33,0.85,met,green,red,1277.5069154857094
315,300,0.85,met,green,red,1154.073751794289
316,-300,0.85,met,green,red,1015.7511211981321
317,-100,0.85,met,green,red,264.5650171840698
318,233,0.85,met,green,red,813.0448569630016
319,-33,0.85,met,green,red,750.2995153278144
320,233,0.85,met,green,red,323.3792685518963
321,-100,0.85,met,green,red,828.6866476812264
322,233,0.85,met,green,red,1123.328854043365
323,-33,0.85,met,green,red,1779.3379063323619
324,-100,0.85,met,green,red,1096.7586844918155
325,-33,0.85,met,green,red,1300.3900356738002
326,167,0.85,met,green,red,977.1152276213144
327,100,0.85,met,green,red,362.9655225098457
328,-300,0.85,met,green,red,777.015143783194
329,300,0.85,met,green,red,237.96076359784172
330,-300,0.85,met,green,red,1073.6627833923908
331,300,0.85,met,green,red,672.3935129260652
332,-100,0.85,met,green,red,934.6278934596011
333,33,0.85,met,green,red,1759.4738668228074
334,-167,0.85,met,green,red,1334.8975147865212
335,300,0.85,met,green,red,495.39745334430773
336,-167,0.85,met,green,red,352.63410484690326
337,233,0.85,met,green,red,804.8307267350808
338,167,0.85,met,green,red,365.9161636378926
339,-300,0.85,met,green,red,1437.7525831984888
340,300,0.15000000000000002,unmet,red,green,622.221510064006
341,300,0.85,met,green,red,735.2473201874673
342,-233,0.85,met,green,red,1102.4386402594396
343,100,0.85,met,green,red,1198.6642080038669
344,233,0.85,met,green,red,1475.1567420317476
345,-233,0.85,met,green,red,1204.0511506322287
346,-100,0.85,met,green,red,650.0375981089417
347,100,0.85,met,green,red,1031.486477051919
348,-233,0.85,met,green,red,984.8625032381817
349,-33,0.15000000000000002,unmet,red,green,888.807651709772
350,33,0.85,met,green,red,1230.929366363289
351,33,0.85,met,green,red,512.0078391427519
352,-100,0.85,met,green,red,367.0564609311931
353,-100,0.15000000000000002,unmet,red,green,1726.020826328526
354,33,0.85,met,green,red,1281.1903101622606
355,33,0.85,met,green,red,216.14678866322072
356,-33,0.85,met,green,red,995.0773966335605
357,167,0.85,met,green,red,710.3200073194879
358,33,0.85,met,green,red,1131.8575015716674
359,300,0.85,met,green,red,773.5767163383083
360,300,0.85,met,green,red,1511.7048909371326
361,300,0.15000000000000002,unmet,red,green,300.5300348128798
362,-167,0.85,met,green,red,973.3701179333402
363,-33,0.85,met,green,red,1754.3386654065791
364,233,0.15000000000000002,unmet,red,green,1220.2003887582096
365,167,0.85,met,green,red,1422.4448106563807
366,100,0.85,met,green,red,1484.7422275369163
367,233,0.85,met,green,red,904.3997114641164
368,-33,0.85,met,green,red,361.25581846955754
369,-167,0.85,met,green,red,657.3135119283688
370,-33,0.85,met,green,red,662.4315805226346
371,233,0.85,met,green,red,1343.5397304419023
372,-100,0.15000000000000002,unmet,red,green,1258.4416442498384
373,233,0.85,met,green,red,1153.9202132618225
374,33,0.85,met,green,red,1096.0369845523142
375,233,0.15000000000000002,unmet,red,green,166.25231520703667
376,300,0.85,met,green,red,414.4913172212454
377,-33,0.85,met,green,red,1247.5269273525969
378,167,0.85,met,green,red,829.2168393623076
379,33,0.85,met,green,red,1480.5898872659866
380,300,0.15000000000000002,unmet,red,green,430.2999487060365
381,233,0.85,met,green,red,735.7706203721777
382,-100,0.85,met,green,red,960.1277169577259
383,100,0.15000000000000002,unmet,red,green,1023.5793950225625
384,167,0.85,met,green,red,1657.3492654143522
385,-167,0.15000000000000002,unmet,red,green,1402.6201369943071
386,233,0.85,met,green,red,924.5916802365833
387,-233,0.85,met,green,red,1137.0984976764962
388,167,0.85,met,green,red,848.6387278053811
389,167,0.85,met,green,red,679.4330895612021
390,233,0.85,met,green,red,464.44960741874786
391,-300,0.85,met,green,red,1405.7289726748272
392,300,0.85,met,green,red,547.713783466769
393,100,0.85,met,green,red,179.11619436674204
394,-167,0.85,met,green,red,508.70778321683076
395,-167,0.85,met,green,red,1006.9866187480442
396,-167,0.85,met,green,red,980.420694101255
397,233,0.85,met,green,red,1297.1690535946
398,-167,0.85,met,green,red,533.4500303076682
399,-167,0.85,met,green,red,1353.692503748545
400,-100,0.85,met,green,red,292.96563042568397
