id,delay,expectation,congruency,trial_num,stim_color,distractor_color,block,targetTimeMs,famLoop.thisRepN,famLoop.thisTrialN,famLoop.thisN,famLoop.thisIndex,trialss.thisRepN,trialss.thisTrialN,trialss.thisN,trialss.thisIndex,isTrial,handMove.started,audioCue2Start.started,handOri,handMove.ended,audioCue2End.started,target_color,expected_target_onset,expected_target_onset_in_frames,fixationPoint.started,fixationPoint.stopped,audCueStart.started,placeholder.started,audCueStart.stopped,target.started,target.stopped,audCueEnd.started,audCueEnd.stopped,responsePointer.started,cueForRep.started,space2pass.started,responseStarted,rtUntillMotionTreshold,responsePointer.stopped,rTAfterMotionTreshold,rtDurationBtwRespMotion,perceivedTime,resp_x_coord,resp_y_coord,feedbackPointer.stopped,actualTime_x_coord,actualTime_y_coord,space2pass.keys,space2pass.rt,expected_delay,expected_delays_frame,expected_distractor,expected_distractor_frame,expBlockFiles,distractor.started,distractor.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,0,0,0,0,,,,,fam,1.2154770000488497,1.2154770000488497,270.0,3.215559500036761,3.215559500036761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p15_base2_01,001,2023-05-15_13h40.35.179,expectation_shapes_perceived_time,2022.2.4,119.86340368554725,
,,,,,,,,,1,0,1,0,,,,,fam,0.4988977999892086,0.4988977999892086,270.0,2.548897000029683,2.548897000029683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p15_base2_01,001,2023-05-15_13h40.35.179,expectation_shapes_perceived_time,2022.2.4,119.86340368554725,
,,,,,,,,,2,0,2,0,,,,,fam,0.4986819999758154,0.4986819999758154,270.0,2.4986724000191316,2.4986724000191316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p15_base2_01,001,2023-05-15_13h40.35.179,expectation_shapes_perceived_time,2022.2.4,119.86340368554725,
,,,,,,,,,3,0,3,0,,,,,fam,0.4987276999745518,0.4987276999745518,270.0,2.498177699977532,2.498177699977532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p15_base2_01,001,2023-05-15_13h40.35.179,expectation_shapes_perceived_time,2022.2.4,119.86340368554725,
,,,,,,,,,4,0,4,0,,,,,fam,0.49874650000128895,0.49874650000128895,270.0,2.498983400000725,2.498983400000725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p15_base2_01,001,2023-05-15_13h40.35.179,expectation_shapes_perceived_time,2022.2.4,119.86340368554725,
,,,,,,,,,5,0,5,0,,,,,fam,0.4988065999932587,0.4988065999932587,270.0,2.499120299995411,2.499120299995411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p15_base2_01,001,2023-05-15_13h40.35.179,expectation_shapes_perceived_time,2022.2.4,119.86340368554725,
,,,,,,,,,6,0,6,0,,,,,fam,0.4983414000016637,0.4983414000016637,270.0,2.4985968000255525,2.4985968000255525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p15_base2_01,001,2023-05-15_13h40.35.179,expectation_shapes_perceived_time,2022.2.4,119.86340368554725,
,,,,,,,,,7,0,7,0,,,,,fam,0.49897600000258535,0.49897600000258535,270.0,2.4983591999625787,2.4983591999625787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p15_base2_01,001,2023-05-15_13h40.35.179,expectation_shapes_perceived_time,2022.2.4,119.86340368554725,
,,,,,,,,,8,0,8,0,,,,,fam,0.4984550999943167,0.4984550999943167,270.0,2.498864599969238,2.498864599969238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p15_base2_01,001,2023-05-15_13h40.35.179,expectation_shapes_perceived_time,2022.2.4,119.86340368554725,
,,,,,,,,,9,0,9,0,,,,,fam,0.49905119999311864,0.49905119999311864,270.0,2.498748700018041,2.498748700018041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p15_base2_01,001,2023-05-15_13h40.35.179,expectation_shapes_perceived_time,2022.2.4,119.86340368554725,
,,,,,,,,,10,0,10,0,,,,,fam,0.499396400002297,0.499396400002297,270.0,2.499016899964772,2.499016899964772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p15_base2_01,001,2023-05-15_13h40.35.179,expectation_shapes_perceived_time,2022.2.4,119.86340368554725,
,,,,,,,,,11,0,11,0,,,,,fam,0.4984899000264704,0.4984899000264704,270.0,2.498994900030084,2.498994900030084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p15_base2_01,001,2023-05-15_13h40.35.179,expectation_shapes_perceived_time,2022.2.4,119.86340368554725,
